Region,Year,Month,Day,Temperature,Precipitation
Bono,2014,2,2,34.43433465465047,94
Ashanti,2019,6,7,31.931418838693585,242
Bono East,2020,1,8,26.99864661216538,79
Upper West,2018,7,11,22.4186693718752,17
Western North,2010,12,28,31.965373543909617,55
Oti,2017,7,16,20.84272524218559,135
Upper West,2017,8,10,25.093958824965632,233
Volta,2014,7,17,28.567453605774613,80
Ahafo,2022,1,24,28.33252696585466,67
Western North,2012,12,7,26.820487843256593,185
Western,2012,10,14,32.12678040332818,178
Greater Accra,2022,5,21,30.735244529687847,36
Northern,2023,9,9,32.753224662340216,128
Upper West,2018,6,6,33.325408190567295,130
Bono East,2016,1,11,30.247406170551237,169
Upper East,2019,5,24,32.085471717608044,23
Oti,2013,3,5,26.975443529787146,197
Volta,2011,6,8,21.854660995576022,66
Eastern,2013,4,14,32.87388021769567,239
Northern,2011,12,1,34.938594571818584,69
Volta,2016,12,27,26.6926411896468,194
Western North,2010,4,22,28.432050318253502,155
Eastern,2016,6,5,29.80961359146695,131
Central,2010,12,5,34.9881408059958,182
Ashanti,2010,6,21,20.56096014764506,70
Eastern,2021,9,17,22.580506503268175,214
Western,2020,1,17,27.999949670375017,75
Oti,2019,7,6,24.028720001918423,76
Greater Accra,2016,9,5,28.361225190547927,204
Greater Accra,2013,11,10,20.46807241659736,121
Bono East,2019,9,28,34.52640412093648,26
Ahafo,2016,2,25,27.265098527591757,155
Savannah,2016,3,19,30.29090370469388,118
Bono,2010,11,29,22.314641458158043,128
Volta,2014,12,8,30.03816977731359,132
Savannah,2016,11,25,26.768823638581566,129
Central,2021,11,15,33.6181264219497,78
Northern,2016,6,17,27.051300169340777,206
Bono East,2013,3,8,31.112387214526763,140
Ahafo,2022,12,26,27.12984807002634,250
Oti,2015,2,23,31.3654911991461,241
Upper West,2013,9,22,30.656375425203322,35
Upper East,2020,10,12,22.287732224654455,225
Upper West,2015,1,19,23.727527078421968,123
Oti,2010,12,30,30.243676989446794,130
Bono,2013,11,4,23.871116483902096,120
Oti,2019,8,30,21.700616447154736,238
Upper West,2019,1,3,29.991555293365252,64
Savannah,2014,7,17,33.12075520897356,9
Northern,2023,11,17,28.56006258360047,128
Ashanti,2013,12,19,22.60645086762179,9
Greater Accra,2012,7,27,29.658348763487403,155
Ahafo,2011,2,2,33.924203199112824,66
Bono East,2018,7,24,20.55708946889489,188
Ashanti,2017,3,20,31.098713961885316,39
Northern,2019,1,27,24.45450989946459,236
Ahafo,2010,2,24,31.36170601920177,46
Central,2013,11,27,31.2905840232798,45
Bono East,2023,4,7,33.25766170701733,35
Greater Accra,2019,9,8,27.282832954897636,202
Oti,2016,9,24,25.073794406744902,202
Central,2011,3,30,25.664193741757614,123
Greater Accra,2012,1,27,26.66864650957338,177
Western North,2013,4,22,29.7489238503889,179
Western,2012,6,5,20.75997652766595,188
Ashanti,2018,10,21,31.473862806634493,239
Bono East,2010,10,10,25.666329092625677,128
Ashanti,2011,6,16,26.030853420154266,84
Bono,2013,5,29,32.969210469264,152
Bono,2020,4,26,27.96677391672354,66
Upper West,2010,5,14,29.842176289193468,93
Savannah,2015,2,15,29.96857976090132,140
Oti,2015,12,5,29.70558636196941,160
Ashanti,2022,4,24,31.433520507802612,39
Ahafo,2011,2,19,32.058737605998076,237
Western,2019,3,2,32.815488723561984,119
Savannah,2011,5,24,21.457944068832457,219
Ahafo,2020,1,6,32.318066310059045,9
Savannah,2020,12,11,34.65164754470381,95
Western North,2013,5,6,20.378128922896295,89
Upper East,2011,10,18,31.32092116045014,162
Upper West,2018,4,28,28.947646953305455,142
Greater Accra,2022,9,8,26.890155701662863,99
Greater Accra,2023,1,28,32.272409477556906,179
Bono,2020,2,12,22.012845496656464,181
Greater Accra,2016,4,23,23.117805146223617,104
Eastern,2010,2,2,32.725544547676854,51
Ahafo,2014,10,23,26.207948113755783,91
Central,2016,2,27,33.48329589500315,127
Central,2014,1,13,20.534099734555515,2
Northern,2011,12,12,28.683688013750007,94
Bono,2023,4,18,26.413457965825987,197
Western North,2013,11,26,29.1884189471062,172
Bono,2022,8,12,23.44273376818088,141
Ashanti,2023,10,13,24.431504420052338,237
Upper East,2015,6,2,23.73246084043353,237
Oti,2022,2,9,26.585374144709355,25
Oti,2018,11,1,34.073962856529526,185
Greater Accra,2013,1,4,31.51038920323092,29
Volta,2019,8,5,23.49539771862565,29
Western North,2013,11,9,26.657064454502652,120
Volta,2012,11,6,24.855763065686165,112
Bono East,2023,5,26,26.18089944331038,28
Upper West,2017,6,9,20.163428040872112,121
Central,2010,12,28,33.54375847069517,237
Oti,2022,3,8,28.6877929849078,56
Ahafo,2021,10,24,30.39437583600901,57
Upper East,2016,3,18,34.78768186108313,77
Savannah,2022,6,4,21.05349944058872,61
Eastern,2013,11,15,21.409861673258707,209
Savannah,2015,8,11,26.95437305844584,178
Northern,2023,2,7,33.12822263540128,194
Eastern,2022,4,13,27.004346198674703,250
Bono East,2020,1,19,20.7249944057925,165
North East,2022,2,24,23.631419371545725,198
Central,2010,7,22,28.10633970945173,2
North East,2019,12,30,20.57786195399362,235
Volta,2011,12,6,20.481514692217154,195
Upper East,2015,1,29,25.887167340272494,42
Central,2021,12,8,28.92510314715544,80
Upper West,2020,5,20,25.460351135495635,13
Upper West,2010,2,26,25.503387196191902,212
Savannah,2017,4,4,32.05990177166909,29
Central,2020,7,29,25.16316148136983,132
Central,2010,8,20,22.827440545656042,88
Volta,2013,5,4,27.97265399930923,61
Western North,2015,12,12,29.14660274753874,93
North East,2023,11,22,27.232740572647135,225
Ahafo,2022,11,24,34.027027890426666,171
Upper East,2018,6,2,28.94913087561617,106
Eastern,2015,8,22,21.03833789736992,229
Volta,2013,2,7,32.84351705650686,125
Western North,2014,9,11,26.69320547715442,217
Oti,2022,7,15,24.603928850799182,87
Bono East,2011,9,26,25.492319266634322,93
Ahafo,2016,10,29,32.20079405866548,212
Bono,2017,9,25,29.251504388392824,131
Central,2018,4,24,26.716240546855897,134
Greater Accra,2013,7,5,31.687487227195867,173
Upper East,2014,5,28,20.97522295263605,196
Ahafo,2020,8,13,33.491748501723336,191
Oti,2011,9,20,23.726062618386884,113
Volta,2023,3,18,34.431632213986944,243
Ahafo,2010,8,16,26.72541479989259,102
Greater Accra,2021,12,15,25.760129283890336,123
Western,2020,4,1,25.188112168284125,161
Savannah,2015,11,30,27.408001536546607,218
Bono,2023,10,18,28.904873978622515,199
Volta,2021,10,8,21.347796429681253,237
Greater Accra,2011,12,12,29.14787031928997,245
Bono,2019,5,13,33.99204936798263,226
Greater Accra,2013,10,23,21.48462187764148,210
North East,2011,6,10,31.73846401418721,49
Oti,2013,4,12,30.300673054053895,214
Upper West,2021,1,25,31.51172858979902,199
Ahafo,2017,8,27,22.94839252307851,22
Western North,2012,1,13,32.25212047938874,158
Northern,2013,11,17,22.449147617896514,60
Greater Accra,2012,2,16,21.800513829718692,69
Bono,2020,7,13,21.379444228533373,180
Upper West,2016,12,26,22.546381803686028,74
Central,2021,10,17,20.83300903485859,18
Upper East,2010,1,31,20.57881031406992,121
Savannah,2012,3,21,20.619832860522504,110
Central,2012,3,26,30.667333019152878,151
Upper West,2013,8,30,28.593720402765932,209
Bono,2017,5,30,24.79026806156022,161
Bono East,2018,3,22,27.2641490375459,109
Ahafo,2022,3,9,32.71802809461613,240
Oti,2012,12,24,24.69865003678689,51
Ashanti,2015,7,18,30.00981953441589,194
Bono,2017,2,9,24.01426378415941,51
Central,2012,7,30,33.1248043105735,152
Upper East,2018,8,2,33.372337981044666,106
Greater Accra,2013,3,17,22.112669009228235,96
Central,2022,2,7,33.593573268591186,75
Western North,2016,8,25,26.074285606780364,204
Savannah,2016,7,27,20.87425931316102,215
Volta,2010,2,1,22.283454326459925,116
North East,2022,7,5,24.2850102443886,76
Western,2021,1,15,25.44676508756492,12
Bono,2010,11,12,27.572347711884202,222
Central,2020,6,1,24.99442047354355,132
Western,2015,2,23,33.26491519556302,65
Bono East,2013,6,22,25.502166056939032,151
Western,2016,11,23,27.05846535216168,136
Northern,2013,12,12,26.299576080990164,222
Western North,2023,11,2,31.41614993199493,79
Oti,2023,6,14,21.60483539184985,44
Oti,2013,1,15,33.435036867275684,190
Central,2023,11,29,20.431547278525446,225
Western,2019,2,21,21.037334650102864,33
Greater Accra,2023,7,2,27.681830186979298,95
Greater Accra,2011,1,20,34.68237988838543,188
Western,2010,7,6,25.21808253673022,158
Western,2023,1,19,30.092010972416773,102
North East,2018,5,16,24.928225891813423,6
Upper East,2014,10,24,21.27333163976637,134
North East,2017,1,30,34.66878536359782,190
Upper East,2011,5,20,31.443925318431084,171
Greater Accra,2012,3,16,23.132906842052062,104
Western North,2017,10,8,31.45359391810517,179
Western North,2019,4,18,26.80077820850592,190
North East,2010,11,11,28.946309522234607,91
Ahafo,2013,7,13,33.33157966102618,202
Bono,2012,5,8,23.94638478042319,57
Western North,2011,11,10,26.187563142951873,109
Volta,2020,3,26,24.617724694338772,185
Western,2013,9,28,34.37358487786299,55
Ahafo,2015,5,26,33.37470779068985,156
Northern,2013,11,15,29.228237420696416,236
Bono,2018,12,12,30.827803341360585,51
Bono East,2014,2,6,33.37341023574308,220
Western,2019,8,29,25.044895307431272,177
Savannah,2019,7,20,28.309161205452057,49
Upper West,2013,10,10,22.775058253052077,86
Ahafo,2015,5,23,23.229902400759986,99
Bono East,2019,9,26,21.16105540150057,42
Eastern,2021,5,6,33.8990432029279,217
Central,2016,7,16,27.236376940342122,95
Western,2015,9,11,31.99042453060854,84
Bono East,2010,9,2,21.643788090273745,104
Western North,2013,9,18,32.93779357660418,55
Eastern,2023,10,2,22.91241182708285,6
Upper East,2023,3,31,28.661745822360437,14
Bono East,2013,10,15,24.964229786325383,108
Central,2022,1,1,34.79053106796253,153
Oti,2016,1,30,28.04516891231325,114
Northern,2017,2,14,30.41635906041665,240
Central,2010,6,22,30.27358028004717,2
Eastern,2021,4,2,22.36321654458689,76
Greater Accra,2016,7,30,32.18813301825665,169
Oti,2014,12,4,26.235594755227282,52
Eastern,2023,9,20,26.53830616419137,35
Greater Accra,2017,11,9,26.14071117619151,96
Northern,2018,11,22,23.96513222388998,188
Eastern,2016,7,16,29.47880379856982,126
Oti,2015,3,7,22.422349665199192,241
Volta,2010,5,26,25.222943162637126,164
Volta,2021,1,17,20.981434377159086,230
Central,2010,7,3,33.566883295745356,213
Central,2011,5,2,29.020946804778312,94
Savannah,2021,8,30,30.78688807916678,173
Ahafo,2022,10,13,32.72411245441405,194
Oti,2015,5,27,23.042302824109733,114
Bono,2023,4,6,32.587662449022375,226
Bono East,2019,7,22,25.65745039051395,186
Oti,2021,5,31,29.089971734281995,210
Upper West,2012,12,6,20.98885345209532,170
Eastern,2019,7,1,25.16099899250742,100
Upper West,2019,3,14,30.30210560470307,68
Upper West,2017,5,22,22.92765980771529,121
Savannah,2023,12,10,20.7195620587162,27
Bono,2015,6,8,28.337358746371955,2
Greater Accra,2015,9,19,21.696995255911123,133
Bono,2014,1,26,22.163745639781723,60
Ashanti,2016,12,29,23.978528200017973,29
Oti,2012,2,3,23.91734353708859,129
Upper East,2013,12,22,21.278815659279555,111
Volta,2017,3,19,27.122888596558862,199
Western North,2018,12,26,32.63958645158571,121
Volta,2015,11,1,27.697982640000493,21
Central,2022,1,3,34.36895999223444,86
Greater Accra,2021,10,10,22.83141072450024,6
Western,2015,10,1,32.51276602383335,87
Ahafo,2015,9,6,33.08811772369798,177
Volta,2013,11,22,32.90613405032999,63
Greater Accra,2015,2,20,24.122402255894265,104
Upper East,2018,4,25,34.85532616726117,95
Upper West,2014,5,7,22.770098562921582,101
Greater Accra,2023,4,29,27.58388972737356,152
Upper East,2023,9,26,21.14786025792631,203
Bono East,2022,5,16,23.232320496618026,208
Eastern,2014,11,28,29.130063533269478,133
Upper East,2022,1,22,27.284108016864785,117
Greater Accra,2023,7,1,33.67862468697381,98
Upper West,2019,8,11,24.165547994472313,0
Greater Accra,2012,5,23,32.627608404527045,124
Eastern,2023,2,15,22.545573310389393,222
Upper East,2016,12,14,27.724371967160668,198
Ashanti,2011,11,29,25.99594852458746,28
Bono,2016,3,2,27.96745002020576,49
Savannah,2014,3,31,24.08898960335103,221
Northern,2013,12,20,23.063839892351282,207
Ashanti,2020,11,26,23.743623198691182,52
Bono East,2017,4,25,28.661731763251368,219
Volta,2022,10,4,30.428103452552357,136
Volta,2021,10,13,28.26578033026983,114
Greater Accra,2020,3,25,23.30465284115377,66
Ahafo,2019,10,3,29.91746412106478,54
Ashanti,2016,5,4,34.84239968310216,43
Eastern,2013,7,2,31.629406248440965,165
Eastern,2010,6,9,27.14873494818331,167
Central,2013,1,29,33.76992753561021,83
Oti,2023,9,12,25.24067451031712,126
Northern,2012,4,28,25.92361532025773,101
Upper East,2017,2,8,26.077012578894227,67
Ashanti,2022,9,25,23.98508921840462,82
Northern,2012,10,8,23.96242240638324,113
Greater Accra,2010,1,8,23.29814874437362,50
Greater Accra,2012,9,26,20.410070917001963,89
Greater Accra,2015,7,13,21.15562040372848,185
Bono East,2018,8,30,33.528843478275974,44
Ashanti,2012,11,11,31.786835213463945,67
Western,2014,9,15,23.74340529557056,41
Upper West,2013,1,30,22.26381701410859,116
Bono,2012,7,18,26.546817961259386,85
Greater Accra,2015,11,5,32.660570350711,18
Oti,2023,11,14,32.21740276532408,250
Western North,2010,3,25,34.78653499416503,23
Upper East,2021,12,30,31.267285516790643,27
Western North,2023,3,17,23.452311109003464,128
Greater Accra,2021,9,29,29.872594542936955,10
Volta,2014,6,28,26.683279078824683,227
North East,2017,10,10,22.26300307340066,156
Upper West,2014,12,9,30.542925425170168,225
Central,2012,5,5,20.80300015299107,42
Upper West,2011,10,3,29.62863701566235,66
Greater Accra,2016,10,4,21.829617633834555,222
Greater Accra,2020,12,22,32.51404798056938,148
Volta,2018,1,22,23.126733744959964,8
Western,2013,2,10,33.89207174036381,103
Upper East,2022,9,5,31.105105857267827,246
Bono,2021,10,17,20.494225568509005,249
Western,2023,2,13,24.76600735865953,190
Western,2018,12,29,34.25800701541218,3
Oti,2021,12,28,25.083448061086163,128
Volta,2010,7,4,20.171783557293395,17
Western North,2016,8,28,32.634509257648084,145
Volta,2015,8,26,25.285928008761104,171
Ahafo,2015,3,4,29.232541394155717,133
Oti,2012,1,12,24.42436468172856,107
North East,2022,5,9,34.83314478071381,178
Northern,2021,4,19,27.666563875091594,138
Western North,2021,11,28,29.48499192222978,106
North East,2017,4,2,23.597029294083356,242
Bono East,2010,12,2,33.866789820055835,242
Western,2014,4,24,31.25822679131007,198
Central,2015,12,28,25.52155253587178,115
Volta,2016,12,19,21.205822094116414,188
Volta,2019,9,27,29.97375839607969,222
Savannah,2010,9,15,34.25318905122459,176
Savannah,2018,4,21,29.384193556135028,11
Bono,2018,2,13,27.92483024160476,182
Volta,2017,5,28,33.20887357703293,112
Ashanti,2023,2,27,22.400205686061078,102
Savannah,2023,10,30,34.12651751821071,115
Western,2021,12,19,34.63093237001901,132
Bono East,2013,4,18,27.834230718580237,202
Greater Accra,2018,5,30,23.76829647030416,149
Oti,2013,11,2,27.60092600864244,148
Western North,2014,6,3,25.320020837652756,173
Savannah,2021,3,15,20.89101619982842,30
Greater Accra,2016,6,11,29.6174648087946,121
North East,2018,9,14,30.768872061484753,228
Upper East,2016,2,27,20.83304244601446,35
Savannah,2014,12,17,24.13004777792728,144
Volta,2013,10,5,30.984498639974127,48
Upper West,2017,5,26,21.786734771676933,25
Northern,2015,10,20,33.24108440707848,143
Eastern,2016,4,23,22.524949062693995,193
Volta,2017,7,3,21.17399425932063,106
Northern,2021,9,17,33.661598418561084,75
Western North,2022,2,9,20.032302086469514,110
Ahafo,2013,6,27,33.07206431336184,63
Bono,2014,4,3,31.162389513485184,40
Greater Accra,2018,8,30,28.996842129615004,37
Volta,2015,12,30,28.285675154778524,206
Ahafo,2019,4,3,28.357943918149466,52
Ahafo,2012,9,17,34.25128220106292,249
Ashanti,2014,1,30,23.842881835861835,46
Eastern,2010,4,10,26.064775099058604,28
Central,2018,8,29,27.971513927834,116
Savannah,2011,11,15,29.101027021860787,120
Northern,2016,5,28,34.59254518106021,41
Savannah,2011,9,26,25.943557109121144,150
Oti,2018,11,14,22.955685237120896,138
Upper East,2018,3,24,29.792369765985942,86
Central,2012,8,9,22.214494910332654,9
Greater Accra,2021,7,14,29.991550167207272,121
Western,2023,7,14,28.571740659392557,24
Upper East,2014,12,4,32.41802729938674,35
Greater Accra,2020,10,8,29.09146220160096,213
Bono East,2011,1,9,32.43541834195827,152
Ashanti,2012,12,12,29.053984870581942,207
Savannah,2018,2,24,28.17644866583793,223
Savannah,2015,8,30,30.83397022955111,228
Oti,2013,11,1,22.595790958308,30
Western North,2023,5,27,30.33393824741176,138
Upper West,2021,7,17,29.316977721270657,15
Ahafo,2023,5,7,33.93802488478593,160
Ashanti,2014,11,29,29.2065840507558,12
Bono East,2016,8,30,26.483171715792633,104
Eastern,2021,6,8,25.298508191841044,67
North East,2012,1,29,34.044823605073276,34
Western North,2022,3,7,24.67606553449265,163
Upper West,2011,11,2,27.414600189409974,18
North East,2014,1,29,27.3751758144998,82
Volta,2019,12,26,29.02344651730193,105
Central,2019,5,14,26.349656357985246,18
Western North,2022,7,30,27.04210550545703,119
Central,2022,3,19,33.6183499564589,101
Central,2011,7,20,31.650915143358638,3
Upper West,2019,1,21,32.993165224074986,188
Central,2015,5,1,25.79606406999549,175
Savannah,2014,10,13,31.92850204152502,209
Greater Accra,2022,2,13,31.240952014473535,40
Eastern,2010,5,30,20.40581893974687,39
Western North,2017,2,27,23.07511451325453,167
Savannah,2015,7,2,28.890176244653617,68
Greater Accra,2015,7,5,30.906107339048198,170
Upper East,2015,11,23,27.154798459629173,56
Volta,2012,6,30,29.765021959635284,199
Northern,2019,2,22,22.54223896519359,168
Volta,2010,12,9,31.456085399627653,158
Greater Accra,2010,5,4,34.838663646328136,194
North East,2019,6,15,33.91056132083442,183
Bono,2021,2,6,21.900380316850462,211
Savannah,2017,8,14,23.449306354159233,138
Ashanti,2016,8,4,20.706442422360976,101
North East,2017,4,10,33.5252176252652,118
Bono,2013,5,18,28.81093434245218,224
Ahafo,2019,10,17,22.03909005711051,169
Western,2014,4,30,29.03837160222811,236
Northern,2010,6,8,33.074034647679035,198
Western,2011,12,27,21.609024397894757,201
Savannah,2014,7,24,21.15500109428506,34
Greater Accra,2013,8,23,31.31560053967687,55
Central,2018,4,3,32.045889532141146,34
Upper West,2015,11,23,29.33328060780066,86
Bono,2019,10,8,25.492733003532734,69
Ahafo,2016,7,18,21.921945670840405,92
Upper East,2019,2,4,28.9813343225052,69
Upper West,2022,10,25,26.230181790723897,174
Northern,2010,7,10,32.7666251927907,64
Bono East,2017,10,1,32.273667152844794,141
Oti,2020,1,5,21.134863640663585,239
Northern,2014,5,27,30.604485313734344,172
Volta,2020,9,9,25.22666789343585,151
Greater Accra,2020,8,29,23.965466901294477,98
Bono East,2013,3,24,26.916879227144218,170
Upper West,2010,8,3,34.2162601016428,207
Central,2016,3,28,25.76110982459767,61
Bono East,2018,11,28,32.95339908684359,236
Western,2016,7,14,30.711880828239305,211
Northern,2012,7,3,26.075555108316674,43
Ashanti,2017,5,18,26.57710813253081,146
Savannah,2018,9,19,21.505911461879784,33
Bono East,2015,7,31,25.988524465196527,194
Bono,2019,11,5,21.69772307938597,202
Greater Accra,2011,12,2,22.051931508909107,136
Northern,2010,4,13,23.250273795533964,39
Northern,2022,5,10,25.051685443852502,95
Upper East,2014,8,7,29.03912280301791,40
Eastern,2014,5,21,28.374867587089692,225
Central,2023,8,13,24.56044449034895,196
Upper West,2020,11,29,30.73712745386425,129
Ashanti,2023,10,6,26.304035199029215,204
Oti,2020,10,9,33.78907343519858,56
Eastern,2014,4,17,22.495988780275926,15
Upper West,2017,5,9,26.26718575832569,212
Greater Accra,2014,9,8,22.35215227645746,189
Western North,2018,7,4,21.430961838574586,10
Ahafo,2013,12,4,25.550003171394675,182
Oti,2015,8,11,26.025843071040757,140
Bono,2010,11,28,31.577686649623587,74
Bono East,2023,2,14,27.336571542785173,129
Western North,2013,5,28,33.791803043872434,62
Ashanti,2021,10,18,22.006288876018907,218
Western,2017,2,6,21.661186434697395,169
Volta,2021,9,27,31.457374158791872,94
Western North,2020,1,20,23.117833642149876,221
Volta,2013,11,18,32.83572126474703,219
Bono East,2021,9,15,23.627884533203005,25
Upper East,2016,11,9,20.126337138801233,174
Western North,2021,3,6,27.73603525329948,110
Upper West,2018,7,3,34.93436379299231,247
North East,2022,10,8,32.58119245627506,32
Upper West,2016,12,24,30.878751933958902,240
Western,2022,12,19,21.12054860127181,230
Greater Accra,2010,1,26,22.658187097374924,98
Northern,2015,5,6,34.23242475048192,84
Upper East,2016,2,29,27.962485061233778,173
Bono,2019,12,16,34.61666724484084,91
Upper East,2011,1,28,34.781970879144666,63
Western North,2010,5,18,34.873624969298135,183
Bono East,2015,3,20,23.494811806522506,22
Greater Accra,2018,10,16,23.5776188243003,38
Oti,2019,8,25,26.85402884253316,143
Greater Accra,2010,1,14,27.731685421716797,236
Savannah,2010,10,11,26.029715583680844,248
Upper East,2010,1,10,34.571731481858684,231
Western,2023,8,29,29.76008071848507,72
Northern,2014,8,27,34.41537594990984,130
Western North,2020,3,17,29.392498416234275,24
Eastern,2022,9,21,30.55346792074881,198
Ahafo,2016,1,26,25.81890014395779,210
Ahafo,2021,2,1,25.245735908821896,129
Western North,2010,10,6,32.1096210602599,65
Central,2023,1,24,30.58157388443464,135
Savannah,2011,1,10,30.965924230787564,209
Savannah,2014,6,6,31.077073702631356,89
Ashanti,2010,4,11,30.599601109618163,29
Central,2020,1,9,28.28129495469844,77
Upper West,2019,11,12,24.751810020401653,76
Western North,2016,2,26,33.85821976240944,214
Bono East,2018,9,16,33.26396490211722,181
Savannah,2017,11,14,23.314235235948956,164
Northern,2014,11,5,34.85286999716138,175
Oti,2013,4,30,22.21094252628058,96
Central,2022,6,7,22.18789411727282,157
Oti,2012,10,31,20.657216081633276,200
Western,2020,3,29,25.997326059168266,117
Volta,2023,2,27,30.749246379772057,250
Bono East,2022,6,11,30.07822957712843,197
Upper East,2016,2,3,22.548117475047995,165
Western,2013,5,27,26.853562297960437,91
Western,2010,10,7,20.38458397328476,23
Savannah,2021,6,23,25.04222292650956,24
Bono East,2020,2,22,34.8721563701946,166
Oti,2020,6,2,34.783228402554585,94
Upper East,2021,4,15,27.408273451649144,139
Bono East,2017,11,12,30.263372215089696,192
North East,2019,6,20,23.92011456771936,190
Central,2015,1,15,31.663427587791656,72
Upper West,2011,4,18,28.445318436724534,55
Central,2011,5,7,24.366826114164283,174
Bono East,2019,2,24,29.97639627860249,226
Upper West,2013,4,23,26.842917673329886,149
Upper East,2013,11,19,32.42722342396725,162
Savannah,2020,5,2,20.059473897741608,218
Central,2013,2,17,31.680102493561634,241
Northern,2023,7,14,34.5658566686525,31
North East,2020,8,27,24.226255050687392,123
Central,2022,4,20,28.089874785933056,214
Ahafo,2010,7,24,20.428693809530156,134
Upper East,2022,7,8,30.215181226546353,250
Ashanti,2020,6,29,27.85427686622008,62
Volta,2012,12,19,27.30430038930783,55
Oti,2021,10,25,26.726881047657653,232
Savannah,2014,2,24,30.3637849381045,126
Savannah,2015,7,5,29.627118948586478,187
North East,2018,11,24,20.61393577259549,83
Volta,2023,9,9,28.752147386005504,33
Eastern,2010,1,6,28.25052349958877,6
Western,2021,7,10,22.91124941456187,94
Volta,2022,11,30,31.964127433621925,172
Northern,2016,9,16,32.63914808821764,10
Oti,2018,2,16,25.83696203886757,91
Bono,2017,7,25,25.002499432756917,160
Eastern,2015,12,11,24.715800573282653,36
Western,2013,6,15,20.276796281944062,208
Ashanti,2018,12,13,29.740554280611814,192
Central,2019,1,9,30.949686347974524,49
Bono,2011,11,23,27.97680851956354,156
North East,2022,4,15,24.170978442576324,142
Oti,2010,3,1,25.619632465194268,250
Bono,2011,7,4,21.066383506434843,181
Ashanti,2017,9,15,33.22489811780474,73
Oti,2014,1,1,23.449670632548766,223
Western North,2018,2,8,29.577571507355454,105
Northern,2021,11,20,24.531648622757352,84
Northern,2018,9,18,29.735375888954206,48
Bono East,2017,3,23,29.667980779503814,17
Savannah,2013,11,2,32.70539762177739,184
Oti,2011,11,27,25.59840659323545,210
Volta,2011,9,2,21.90797946030183,201
Ahafo,2019,11,17,25.833434958741496,230
Volta,2013,9,29,28.418512129862133,231
Ashanti,2017,3,1,24.03470732551947,221
Savannah,2010,12,11,23.25295853840476,113
Central,2016,4,22,21.300564164733807,168
Central,2015,7,13,28.29202041651999,128
Western North,2015,4,21,21.794677151658522,8
Savannah,2018,5,10,21.56437276270393,230
Greater Accra,2022,2,5,30.285053840817454,136
Central,2023,1,27,20.424654232879377,128
Greater Accra,2016,12,9,27.904046577239868,65
Northern,2010,5,12,23.163840819007063,177
North East,2015,4,29,25.636056349088886,97
Northern,2018,9,20,32.31113863039465,141
Eastern,2017,2,8,30.061046282783003,60
Ahafo,2015,6,18,25.775520032292643,193
Eastern,2018,4,14,30.886106389504274,162
Upper West,2022,10,17,34.836028444369184,37
Volta,2020,3,22,26.39008828401743,15
Oti,2019,11,1,30.764492590569937,249
Upper East,2011,2,17,32.81252292127277,178
North East,2016,11,20,27.80644878986751,184
Ashanti,2014,3,28,29.890471571831824,156
Western North,2016,7,29,33.35001969421681,7
Western,2015,2,18,27.854431846956388,90
Western,2020,11,29,32.83455162552971,201
Ashanti,2019,12,18,22.16314631635351,168
Eastern,2017,7,18,34.26311544185771,97
Ahafo,2015,7,24,29.799952720304915,24
Upper West,2014,12,17,27.842854370637312,109
Eastern,2012,1,14,27.68237747217028,238
Greater Accra,2010,7,28,26.85893390372811,134
Western North,2021,7,24,22.102340001156005,98
Bono East,2016,12,11,22.22408347568859,120
Savannah,2020,4,15,29.02918161683393,111
Northern,2021,9,30,20.315731696349452,16
Northern,2010,2,14,29.565202424450746,212
Western North,2017,10,20,27.55248925140845,109
Bono,2010,7,9,27.01302302277096,3
Oti,2023,8,22,30.873565850395757,194
Savannah,2014,3,17,32.51044660272659,100
North East,2018,9,3,29.1791730894682,179
Ahafo,2022,6,6,32.802521877075435,90
North East,2020,9,5,29.985243725344404,84
Oti,2017,6,22,28.807180865137013,130
Upper West,2018,1,25,31.102611888831618,47
Central,2023,2,25,20.69796763497541,70
North East,2011,11,3,34.12408503682928,185
Western North,2019,2,24,31.277967858466926,128
Central,2010,7,25,24.0274705231891,240
Eastern,2019,9,20,32.18075740509585,3
Northern,2016,7,28,22.19218469966087,211
Oti,2011,6,6,28.160777495569707,55
Volta,2021,4,1,20.229310769248393,228
Western North,2021,12,25,25.32174443818381,63
Greater Accra,2012,12,14,32.78066886741894,65
Central,2020,1,13,33.76758229338424,59
Central,2012,1,17,22.786684508154497,62
Bono,2010,9,28,30.14544349572288,243
Upper West,2012,12,23,22.693697176422415,76
Central,2011,9,20,29.406408922250954,178
Western,2023,4,25,33.64679638533535,80
Savannah,2014,3,3,27.702609161240236,193
North East,2014,10,17,30.312270955506587,100
Ashanti,2013,7,16,29.000008266003867,130
Greater Accra,2010,8,2,24.18424306920533,38
Upper West,2019,12,8,29.54106814129024,164
Northern,2013,1,11,20.124508807898472,248
North East,2017,3,16,25.029034562394184,123
North East,2017,1,26,23.59683591016475,111
Upper East,2013,12,23,29.639946819932234,221
Western,2021,4,29,24.063788885389272,180
North East,2010,11,20,22.660213553325438,189
Upper East,2021,8,2,25.723318948940992,192
Greater Accra,2010,8,24,20.506861917743706,121
Western North,2019,5,17,28.726641943119795,36
Greater Accra,2015,2,17,24.236134865250943,220
Eastern,2012,9,15,27.04224427389657,195
Greater Accra,2020,11,9,31.020171331656968,104
Ashanti,2016,10,28,30.754502091658587,73
